point.ID,poly.ID,X,Y,TAXOUSDA,TAXNUSDA
543,1191,8927926,3762687,Aquolls,Endoaquolls
544,732,8925152,3765203,Udolls,Argiudolls
545,2127,8919514,3725319,Udalfs,Hapludalfs
546,2127,8919514,3725319,Udalfs,Hapludalfs
547,1128,8919266,3721974,Aquolls,Endoaquolls
548,2367,8939466,3710747,Udalfs,Hapludalfs
549,2027,8914258,3684863,Udalfs,Hapludalfs
550,707,8948242,3807913,Udolls,Argiudolls
551,582,8961492,3806639,Udolls,Argiudolls
552,2746,8923543,3741361,Udolls,Hapludolls
553,3094,8943425,3778717,Psamments,Quartzipsamments
554,2367,8939466,3710747,Udalfs,Hapludalfs
555,2948,8888699,3740049,Udolls,Hapludolls
556,384,8890427,3743884,Udolls,Argiudolls
557,1178,8886613,3646657,Aquolls,Endoaquolls
558,3270,8875660,3627812,Psamments,Udipsamments
559,1483,8889663,3737840,Saprists,Haplosaprists
560,316,8887790,3737018,Udolls,Argiudolls
561,2947,8877151,3729808,Udolls,Hapludolls
562,731,8876036,3727939,Udolls,Argiudolls
563,285,8886104,3732693,Udolls,Argiudolls
564,2219,8826387,3683378,Udalfs,Hapludalfs
565,967,8802775,3624661,Aqualfs,Endoaqualfs
566,2875,8872901,3753630,Udolls,Hapludolls
567,2875,8872901,3753630,Udolls,Hapludolls
568,2739,8892221,3750612,Udolls,Hapludolls
569,2939,8888561,3749606,Udolls,Hapludolls
570,2737,8893393,3751852,Udolls,Hapludolls
571,2968,8912349,3762056,Udolls,Hapludolls
572,3256,8878704,3768429,Psamments,Udipsamments
573,2391,8933594,3776485,Udalfs,Hapludalfs
574,1181,8839807,3697239,Aquolls,Endoaquolls
575,1181,8839807,3697239,Aquolls,Endoaquolls
576,1181,8839807,3697239,Aquolls,Endoaquolls
577,980,8840788,3695408,Aqualfs,Endoaqualfs
578,692,8858532,3702558,Udolls,Argiudolls
579,757,8853408,3699960,Udolls,Argiudolls
580,2201,8851905,3699123,Udalfs,Hapludalfs
581,1181,8839807,3697239,Aquolls,Endoaquolls
582,2415,8838318,3693611,Udalfs,Hapludalfs
583,256,8835528,3694583,Udolls,Argiudolls
584,2415,8838318,3693611,Udalfs,Hapludalfs
585,2416,8851043,3701305,Udalfs,Hapludalfs
586,693,8853701,3697714,Udolls,Argiudolls
587,1543,8857277,3700564,Udalfs,Hapludalfs
588,3228,8945323,3752830,Psamments,Udipsamments
589,268,8973226,3754533,Udolls,Argiudolls
590,525,8973660,3762563,Udolls,Argiudolls
591,691,8954506,3792306,Udolls,Argiudolls
592,691,8954506,3792306,Udolls,Argiudolls
593,1094,8935752,3766332,Aquolls,Endoaquolls
594,467,8942513,3752386,Udolls,Argiudolls
595,469,8948450,3755748,Udolls,Argiudolls
596,1505,8897221,3808801,Udalfs,Hapludalfs
597,691,8954506,3792306,Udolls,Argiudolls
598,3007,8826081,3680518,Udolls,Hapludolls
599,2818,8812188,3697046,Udolls,Hapludolls
600,2106,8867338,3806945,Udalfs,Hapludalfs
601,1458,8883730,3766519,Aquents,Fluvaquents
602,707,8948242,3807913,Udolls,Argiudolls
603,3094,8943425,3778717,Psamments,Quartzipsamments
604,3094,8943425,3778717,Psamments,Quartzipsamments
605,2182,8947176,3776879,Udalfs,Hapludalfs
606,1278,8880344,3750718,Aquolls,Endoaquolls
607,1138,8808442,3698236,Aquolls,Endoaquolls
608,1103,8808675,3701119,Aquolls,Endoaquolls
609,1137,8806717,3697293,Aquolls,Endoaquolls
610,1270,8807239,3703915,Aquolls,Endoaquolls
611,1272,8806834,3698085,Aquolls,Endoaquolls
612,1276,8807071,3700518,Aquolls,Endoaquolls
613,1267,8808805,3703232,Aquolls,Endoaquolls
614,1139,8808728,3699869,Aquolls,Endoaquolls
615,1266,8888461,3751754,Aquolls,Endoaquolls
616,2926,8880808,3751238,Udolls,Hapludolls
617,2013,8884733,3836685,Udalfs,Hapludalfs
618,2207,8884818,3815564,Udalfs,Hapludalfs
619,2925,8820422,3675466,Udolls,Hapludolls
620,2925,8820422,3675466,Udolls,Hapludolls
621,968,8833372,3644980,Aqualfs,Endoaqualfs
622,1790,8944345,3760398,Udalfs,Hapludalfs
623,336,8928233,3761149,Udolls,Argiudolls
624,735,8928078,3762336,Udolls,Argiudolls
625,2957,8901445,3742284,Udolls,Hapludolls
626,2129,8921227,3700829,Udalfs,Hapludalfs
627,693,8853701,3697714,Udolls,Argiudolls
628,2820,8823296,3680299,Udolls,Hapludolls
629,282,8902352,3724159,Udolls,Argiudolls
630,282,8902352,3724159,Udolls,Argiudolls
631,351,8911215,3720609,Udolls,Argiudolls
632,2388,8907025,3725915,Udalfs,Hapludalfs
633,2403,8844556,3676081,Udalfs,Hapludalfs
634,2403,8844556,3676081,Udalfs,Hapludalfs
635,2736,8943303,3789046,Udolls,Hapludolls
636,52,8830170,3686113,Aqualfs,Albaqualfs
637,2391,8933594,3776485,Udalfs,Hapludalfs
638,1800,8930887,3773722,Udalfs,Hapludalfs
639,1293,8918880,3754951,Aquolls,Endoaquolls
640,1753,8934469,3716225,Udalfs,Hapludalfs
641,732,8925152,3765203,Udolls,Argiudolls
642,1239,8942336,3777188,Aquolls,Endoaquolls
643,2377,8887583,3776630,Udalfs,Hapludalfs
644,1964,8901635,3862949,Udalfs,Hapludalfs
645,2769,8906948,3858785,Udolls,Hapludolls
646,3208,8907930,3860969,Fluvents,Udifluvents
647,3197,8757753,3859314,Fluvents,Udifluvents
648,2919,8753235,3842718,Udolls,Hapludolls
649,2381,8887611,3777200,Udalfs,Hapludalfs
650,3235,8859703,3811986,Psamments,Udipsamments
651,3247,8885328,3739912,Psamments,Udipsamments
652,3249,8885127,3741904,Psamments,Udipsamments
653,1374,8886725,3736680,Aquolls,Endoaquolls
654,2378,8897698,3737165,Udalfs,Hapludalfs
655,2427,8905014,3735816,Udalfs,Hapludalfs
656,1478,8913888,3740187,Saprists,Haplosaprists
657,2286,8962683,3712890,Udalfs,Hapludalfs
658,1572,8911996,3786199,Udalfs,Hapludalfs
659,2020,8865937,3681268,Udalfs,Hapludalfs
660,68,8879051,3668154,Albolls,Argialbolls
661,1866,8896131,3668736,Udalfs,Hapludalfs
662,1924,8871005,3659029,Udalfs,Hapludalfs
663,2790,8932936,3729466,Udolls,Hapludolls
664,2392,8913014,3699156,Udalfs,Hapludalfs
665,974,8891358,3667311,Aqualfs,Endoaqualfs
666,2145,8881056,3674359,Udalfs,Hapludalfs
667,1927,8846883,3694657,Udalfs,Hapludalfs
668,1927,8846883,3694657,Udalfs,Hapludalfs
669,1931,8828219,3690187,Udalfs,Hapludalfs
670,1563,8877947,3716669,Udalfs,Hapludalfs
671,950,8856348,3691259,Aqualfs,Endoaqualfs
672,2371,8881693,3707921,Udalfs,Hapludalfs
673,1689,8709187,3866060,Udalfs,Hapludalfs
674,3018,8835895,3760255,Udolls,Hapludolls
675,2597,8748772,3840582,Udolls,Hapludolls
676,2920,8724287,3797423,Udolls,Hapludolls
677,3268,8785488,3716420,Psamments,Udipsamments
678,1330,8663265,3821891,Aquolls,Endoaquolls
679,435,8699634,3795805,Udolls,Argiudolls
680,685,8693304,3790282,Udolls,Argiudolls
681,681,8833180,3746924,Udolls,Argiudolls
682,681,8833180,3746924,Udolls,Argiudolls
683,1338,8833594,3734749,Aquolls,Endoaquolls
684,3214,8854034,3746889,Fluvents,Udifluvents
685,1336,8664367,3743860,Aquolls,Endoaquolls
686,3038,8663869,3743462,Udolls,Hapludolls
687,2312,8794683,3704197,Udalfs,Hapludalfs
688,108,8667245,3709912,Aquolls,Argiaquolls
689,846,8703292,3690650,Udepts,Dystrudepts
690,1331,8785523,3697409,Aquolls,Endoaquolls
691,1335,8774122,3768337,Aquolls,Endoaquolls
692,2321,8772933,3738107,Udalfs,Hapludalfs
693,1340,8814187,3743412,Aquolls,Endoaquolls
694,1008,8785582,3733998,Aquolls,Endoaquolls
695,777,8801800,3757873,Udolls,Argiudolls
696,2349,8672991,3808318,Udalfs,Hapludalfs
697,675,8685240,3690930,Udolls,Argiudolls
698,76,8725492,3714818,Albolls,Argialbolls
699,2307,8690439,3701918,Udalfs,Hapludalfs
700,665,8696377,3672651,Udolls,Argiudolls
701,641,8771913,3688758,Udolls,Argiudolls
702,2543,8676809,3677425,Udalfs,Hapludalfs
703,108,8667245,3709912,Aquolls,Argiaquolls
704,631,8800294,3649940,Udolls,Argiudolls
705,2359,8779042,3676257,Udalfs,Hapludalfs
706,2541,8736366,3674380,Udalfs,Hapludalfs
707,627,8792547,3647273,Udolls,Argiudolls
708,646,8780522,3683356,Udolls,Argiudolls
709,659,8723728,3740684,Udolls,Argiudolls
710,131,8745930,3725873,Aquolls,Argiaquolls
711,404,8731126,3665486,Udolls,Argiudolls
712,2341,8809891,3718190,Udalfs,Hapludalfs
713,2353,8684925,3675829,Udalfs,Hapludalfs
714,2353,8684925,3675829,Udalfs,Hapludalfs
715,2543,8676809,3677425,Udalfs,Hapludalfs
716,667,8694727,3674158,Udolls,Argiudolls
717,3017,8755901,3814381,Udolls,Hapludolls
718,3015,8730381,3866708,Udolls,Hapludolls
719,2919,8753235,3842718,Udolls,Hapludolls
720,2338,8665369,3771633,Udalfs,Hapludalfs
721,2990,8754248,3834250,Udolls,Hapludolls
722,151,8795830,3741530,Udolls,Argiudolls
723,151,8795830,3741530,Udolls,Argiudolls
724,80,8764800,3712904,Albolls,Argialbolls
725,2331,8768058,3745717,Udalfs,Hapludalfs
726,108,8667245,3709912,Aquolls,Argiaquolls
727,2542,8676808,3677432,Udalfs,Hapludalfs
728,917,8773039,3762639,Aqualfs,Endoaqualfs
729,1143,8752966,3671152,Aquolls,Endoaquolls
730,2587,8671676,3852047,Udolls,Hapludolls
731,2716,8718073,3805467,Udolls,Hapludolls
732,1837,8726921,3792115,Udalfs,Hapludalfs
733,2342,8801731,3715773,Udalfs,Hapludalfs
734,2342,8801731,3715773,Udalfs,Hapludalfs
735,2340,8818103,3721847,Udalfs,Hapludalfs
736,2311,8786829,3704843,Udalfs,Hapludalfs
737,645,8793162,3676283,Udolls,Argiudolls
738,2338,8665369,3771633,Udalfs,Hapludalfs
739,1252,8805484,3694834,Aquolls,Endoaquolls
740,339,8753276,3769587,Udolls,Argiudolls
741,2326,8753588,3669543,Udalfs,Hapludalfs
742,3030,8719170,3796634,Udolls,Hapludolls
743,1837,8726921,3792115,Udalfs,Hapludalfs
744,1410,8785246,3661532,Aqualfs,Epiaqualfs
745,645,8793162,3676283,Udolls,Argiudolls
746,667,8694727,3674158,Udolls,Argiudolls
747,1804,8669566,3683998,Udalfs,Hapludalfs
748,1804,8669566,3683998,Udalfs,Hapludalfs
749,2357,8691452,3701371,Udalfs,Hapludalfs
750,114,8785132,3675586,Aquolls,Argiaquolls
751,1400,8716162,3682497,Aqualfs,Epiaqualfs
752,660,8723829,3671317,Udolls,Argiudolls
753,628,8777567,3671902,Udolls,Argiudolls
754,628,8777567,3671902,Udolls,Argiudolls
755,116,8778080,3671764,Aquolls,Argiaquolls
756,633,8780217,3681301,Udolls,Argiudolls
757,628,8777567,3671902,Udolls,Argiudolls
758,309,8782479,3672901,Udolls,Argiudolls
759,309,8782479,3672901,Udolls,Argiudolls
760,656,8773463,3658713,Udolls,Argiudolls
761,656,8773463,3658713,Udolls,Argiudolls
762,55,8700916,3663646,Aqualfs,Albaqualfs
763,112,8687433,3722838,Aquolls,Argiaquolls
764,2544,8755259,3710574,Udalfs,Hapludalfs
765,2353,8684925,3675829,Udalfs,Hapludalfs
766,2353,8684925,3675829,Udalfs,Hapludalfs
767,309,8782479,3672901,Udolls,Argiudolls
768,2332,8760795,3724686,Udalfs,Hapludalfs
769,783,8727162,3709894,Udolls,Argiudolls
770,1957,8710592,3711059,Udalfs,Hapludalfs
771,641,8771913,3688758,Udolls,Argiudolls
772,307,8716315,3674717,Udolls,Argiudolls
773,131,8745930,3725873,Aquolls,Argiaquolls
774,2749,8724502,3667683,Udolls,Hapludolls
775,999,8755479,3730987,Aqualfs,Endoaqualfs
776,658,8710898,3736069,Udolls,Argiudolls
777,628,8777567,3671902,Udolls,Argiudolls
778,1281,8721052,3734027,Aquolls,Endoaquolls
779,151,8795830,3741530,Udolls,Argiudolls
780,646,8780522,3683356,Udolls,Argiudolls
781,116,8778080,3671764,Aquolls,Argiaquolls
782,1409,8787270,3672818,Aqualfs,Epiaqualfs
783,117,8787149,3669285,Aquolls,Argiaquolls
784,631,8800294,3649940,Udolls,Argiudolls
785,2715,8664984,3828231,Udolls,Hapludolls
786,1335,8774122,3768337,Aquolls,Endoaquolls
787,3265,8775017,3791191,Psamments,Udipsamments
788,3148,8783643,3749604,Fluvents,Udifluvents
789,1337,8810813,3722878,Aquolls,Endoaquolls
790,1337,8810813,3722878,Aquolls,Endoaquolls
791,669,8810152,3723327,Udolls,Argiudolls
792,669,8810152,3723327,Udolls,Argiudolls
793,2312,8794683,3704197,Udalfs,Hapludalfs
794,780,8817451,3733022,Udolls,Argiudolls
795,1779,8698023,3724521,Udalfs,Hapludalfs
796,2342,8801731,3715773,Udalfs,Hapludalfs
797,644,8692603,3680809,Udolls,Argiudolls
798,1972,8719716,3666236,Udalfs,Hapludalfs
799,2050,8727834,3729360,Udalfs,Hapludalfs
800,2347,8777032,3647819,Udalfs,Hapludalfs
801,2543,8676809,3677425,Udalfs,Hapludalfs
802,2917,8709231,3830931,Udolls,Hapludolls
803,2917,8709231,3830931,Udolls,Hapludolls
804,2917,8709231,3830931,Udolls,Hapludolls
805,2917,8709231,3830931,Udolls,Hapludolls
806,2917,8709231,3830931,Udolls,Hapludolls
807,2917,8709231,3830931,Udolls,Hapludolls
808,2697,8725589,3801952,Udolls,Hapludolls
809,304,8753877,3821445,Udolls,Argiudolls
810,304,8753877,3821445,Udolls,Argiudolls
811,1533,8697763,3858292,Udalfs,Hapludalfs
812,2686,8671719,3825983,Udolls,Hapludolls
813,1071,8815508,3773745,Aquolls,Endoaquolls
814,2688,8672573,3826169,Udolls,Hapludolls
815,1263,8743286,3794222,Aquolls,Endoaquolls
816,1727,8670698,3823021,Udalfs,Hapludalfs
817,1357,8709785,3847501,Aquolls,Endoaquolls
818,2904,8667098,3865169,Udolls,Hapludolls
819,2903,8667126,3865168,Udolls,Hapludolls
820,2908,8679540,3853429,Udolls,Hapludolls
821,2908,8679540,3853429,Udolls,Hapludolls
822,2908,8679540,3853429,Udolls,Hapludolls
823,2333,8755821,3767182,Udalfs,Hapludalfs
824,880,8748355,3758716,Aqualfs,Endoaqualfs
825,2638,8763664,3801881,Udolls,Hapludolls
826,2529,8761216,3854300,Udalfs,Hapludalfs
827,2906,8667156,3865089,Udolls,Hapludolls
828,2904,8667098,3865169,Udolls,Hapludolls
829,2303,8994156,3773902,Udalfs,Hapludalfs
830,2303,8994156,3773902,Udalfs,Hapludalfs
831,2302,8994256,3773916,Udalfs,Hapludalfs
832,2302,8994256,3773916,Udalfs,Hapludalfs
833,625,8994306,3773922,Udolls,Argiudolls
834,625,8994306,3773922,Udolls,Argiudolls
835,624,8984081,3763998,Udolls,Argiudolls
836,624,8984081,3763998,Udolls,Argiudolls
837,2300,8984036,3763939,Udalfs,Hapludalfs
838,2300,8984036,3763939,Udalfs,Hapludalfs
839,2299,8983991,3763881,Udalfs,Hapludalfs
840,2298,8980329,3757724,Udalfs,Hapludalfs
841,2298,8980329,3757724,Udalfs,Hapludalfs
842,2298,8980329,3757724,Udalfs,Hapludalfs
843,2294,8980426,3757737,Udalfs,Hapludalfs
844,605,8981301,3757274,Udolls,Argiudolls
845,623,8981306,3757235,Udolls,Argiudolls
846,621,8981319,3757137,Udolls,Argiudolls
847,621,8981319,3757137,Udolls,Argiudolls
848,621,8981319,3757137,Udolls,Argiudolls
849,620,8987549,3776153,Udolls,Argiudolls
850,2297,8987522,3776149,Udalfs,Hapludalfs
851,619,8987504,3776147,Udolls,Argiudolls
852,619,8987504,3776147,Udolls,Argiudolls
853,2296,8987467,3776142,Udalfs,Hapludalfs
854,618,8983094,3763777,Udolls,Argiudolls
855,618,8983094,3763777,Udolls,Argiudolls
856,617,8983035,3763769,Udolls,Argiudolls
857,715,8981660,3656639,Udolls,Argiudolls
858,292,8929404,3669144,Udolls,Argiudolls
859,2917,8709231,3830931,Udolls,Hapludolls
860,2917,8709231,3830931,Udolls,Hapludolls
861,1533,8697763,3858292,Udalfs,Hapludalfs
862,2912,8691130,3856470,Udolls,Hapludolls
863,1357,8709785,3847501,Aquolls,Endoaquolls
864,3061,8680338,3860776,Udolls,Hapludolls
865,3061,8680338,3860776,Udolls,Hapludolls
866,2705,8700529,3839885,Udolls,Hapludolls
867,2917,8709231,3830931,Udolls,Hapludolls
868,1258,8693316,3841784,Aquolls,Endoaquolls
869,2706,8696588,3834737,Udolls,Hapludolls
870,2764,8682636,3839527,Udolls,Hapludolls
871,306,8725564,3846111,Udolls,Argiudolls
872,2633,8688659,3856213,Udolls,Hapludolls
873,2644,8663992,3822422,Udolls,Hapludolls
874,2294,8980426,3757737,Udalfs,Hapludalfs
875,2294,8980426,3757737,Udalfs,Hapludalfs
876,609,8981402,3755355,Udolls,Argiudolls
877,609,8981402,3755355,Udolls,Argiudolls
878,609,8981402,3755355,Udolls,Argiudolls
879,609,8981402,3755355,Udolls,Argiudolls
880,608,8981446,3755322,Udolls,Argiudolls
881,3089,8834077,3856483,Udalfs,Paleudalfs
882,3089,8834077,3856483,Udalfs,Paleudalfs
883,2291,8829623,3843638,Udalfs,Hapludalfs
884,2291,8829623,3843638,Udalfs,Hapludalfs
885,2292,8831011,3845135,Udalfs,Hapludalfs
886,1973,8834617,3861045,Udalfs,Hapludalfs
887,2902,8832876,3856071,Udolls,Hapludolls
888,3203,8848304,3862437,Fluvents,Udifluvents
889,3203,8848304,3862437,Fluvents,Udifluvents
890,1051,8837964,3672462,Aquolls,Endoaquolls
891,1444,8915913,3771154,Udepts,Eutrudepts
892,1444,8915913,3771154,Udepts,Eutrudepts
893,975,8890831,3666581,Aqualfs,Endoaqualfs
894,3005,8891227,3660244,Udolls,Hapludolls
895,3005,8891227,3660244,Udolls,Hapludolls
896,1753,8934469,3716225,Udalfs,Hapludalfs
897,1924,8871005,3659029,Udalfs,Hapludalfs
898,719,8935030,3812431,Udolls,Argiudolls
899,2282,8949681,3828596,Udalfs,Hapludalfs
900,1200,8799708,3620835,Aquolls,Endoaquolls
901,1898,8900941,3774768,Udalfs,Hapludalfs
902,1898,8900941,3774768,Udalfs,Hapludalfs
903,1898,8900941,3774768,Udalfs,Hapludalfs
904,2465,8934699,3809498,Udalfs,Hapludalfs
905,2224,8846412,3826783,Udalfs,Hapludalfs
906,42,8868978,3808421,Aqualfs,Albaqualfs
907,1157,8953610,3740184,Aquolls,Endoaquolls
908,2869,8920049,3753609,Udolls,Hapludolls
909,1185,8961934,3746197,Aquolls,Endoaquolls
910,268,8973226,3754533,Udolls,Argiudolls
911,2901,8998543,3631188,Udolls,Hapludolls
912,3064,8986895,3631925,Udolls,Hapludolls
913,580,8984801,3629866,Udolls,Argiudolls
914,601,8999221,3630074,Udolls,Argiudolls
915,107,8946014,3757337,Aquolls,Argiaquolls
916,2863,8941975,3750040,Udolls,Hapludolls
917,144,8928889,3739946,Udolls,Argiudolls
918,1619,8914084,3738387,Udalfs,Hapludalfs
919,1490,8911721,3733270,Saprists,Haplosaprists
920,935,8906838,3733592,Aqualfs,Endoaqualfs
921,2975,8914416,3736661,Udolls,Hapludolls
922,1128,8919266,3721974,Aquolls,Endoaquolls
923,927,8953852,3670426,Aqualfs,Endoaqualfs
924,972,8911781,3754697,Aqualfs,Endoaqualfs
925,1293,8918880,3754951,Aquolls,Endoaquolls
926,1293,8918880,3754951,Aquolls,Endoaquolls
927,940,8917102,3760534,Aqualfs,Endoaqualfs
928,8,8843411,3830470,Aqualfs,Albaqualfs
929,184,8982414,3755651,Udolls,Argiudolls
930,187,8985373,3779153,Udolls,Argiudolls
931,596,8862692,3758879,Udolls,Argiudolls
932,2522,8854148,3782798,Udalfs,Hapludalfs
933,2522,8854148,3782798,Udalfs,Hapludalfs
934,2991,8868498,3761347,Udolls,Hapludolls
935,1071,8815508,3773745,Aquolls,Endoaquolls
936,2480,8817029,3783371,Udalfs,Hapludalfs
937,3032,8862250,3765488,Udolls,Hapludolls
938,596,8862692,3758879,Udolls,Argiudolls
939,2491,8815183,3781366,Udalfs,Hapludalfs
940,3032,8862250,3765488,Udolls,Hapludolls
941,2489,8816485,3757287,Udalfs,Hapludalfs
942,1304,8818098,3771961,Aquolls,Endoaquolls
943,2522,8854148,3782798,Udalfs,Hapludalfs
944,1489,8856701,3776992,Saprists,Haplosaprists
945,594,8752405,3864440,Udolls,Argiudolls
946,3020,8752672,3864432,Udolls,Hapludolls
947,961,8769004,3866470,Aqualfs,Endoaqualfs
948,3020,8752672,3864432,Udolls,Hapludolls
949,3020,8752672,3864432,Udolls,Hapludolls
950,2899,8750539,3855242,Udolls,Hapludolls
951,3197,8757753,3859314,Fluvents,Udifluvents
952,961,8769004,3866470,Aqualfs,Endoaqualfs
953,1345,8747453,3859362,Aquolls,Endoaquolls
954,1571,9003370,3724832,Udalfs,Hapludalfs
955,1363,8995892,3661947,Aquolls,Endoaquolls
956,544,8942694,3657241,Udolls,Argiudolls
957,545,8942310,3658497,Udolls,Argiudolls
958,1997,8940637,3658007,Udalfs,Hapludalfs
959,3078,8915187,3729668,Aquepts,Humaquepts
960,3269,8878775,3639768,Psamments,Udipsamments
961,927,8953852,3670426,Aqualfs,Endoaqualfs
962,935,8906838,3733592,Aqualfs,Endoaqualfs
963,2448,8853324,3696437,Udalfs,Hapludalfs
964,216,8907143,3794373,Udolls,Argiudolls
965,217,8910749,3666198,Udolls,Argiudolls
966,1883,8798106,3621151,Udalfs,Hapludalfs
967,741,8937077,3730165,Udolls,Argiudolls
968,1443,8817883,3692126,Udepts,Eutrudepts
969,2269,8824979,3684791,Udalfs,Hapludalfs
970,2823,8813893,3694919,Udolls,Hapludolls
971,2214,8874843,3732440,Udalfs,Hapludalfs
972,1284,8880215,3792424,Aquolls,Endoaquolls
973,2837,8881954,3756552,Udolls,Hapludolls
974,3180,8902817,3776981,Fluvents,Udifluvents
975,850,8890629,3770982,Udepts,Dystrudepts
976,965,8914208,3778063,Aqualfs,Endoaqualfs
977,2265,8814393,3697159,Udalfs,Hapludalfs
978,1442,8892696,3769855,Udepts,Eutrudepts
979,1442,8892696,3769855,Udepts,Eutrudepts
980,1467,8883876,3759083,Aquents,Fluvaquents
981,1815,8899746,3866097,Udalfs,Hapludalfs
982,2499,8897605,3845843,Udalfs,Hapludalfs
983,3197,8757753,3859314,Fluvents,Udifluvents
984,961,8769004,3866470,Aqualfs,Endoaqualfs
985,772,8827770,3823857,Udolls,Argiudolls
986,2892,8796292,3816176,Udolls,Hapludolls
987,3003,8794770,3820814,Udolls,Hapludolls
988,313,8813828,3813219,Udolls,Argiudolls
989,2713,8815150,3813331,Udolls,Hapludolls
990,2350,8802083,3827449,Udalfs,Hapludalfs
991,2713,8815150,3813331,Udolls,Hapludolls
992,2527,8801769,3846414,Udalfs,Hapludalfs
993,2352,8796529,3819666,Udalfs,Hapludalfs
994,991,8795756,3821741,Aqualfs,Endoaqualfs
995,2892,8796292,3816176,Udolls,Hapludolls
996,3192,8799834,3809589,Fluvents,Udifluvents
997,959,8809730,3827442,Aqualfs,Endoaqualfs
998,2530,8820461,3815624,Udalfs,Hapludalfs
999,2682,8816701,3814495,Udolls,Hapludolls
1000,2260,8809761,3849260,Udalfs,Hapludalfs
1001,2896,8812064,3814933,Udolls,Hapludolls
1002,2352,8796529,3819666,Udalfs,Hapludalfs
1003,2889,8871034,3794734,Udolls,Hapludolls
1004,2498,8848298,3817593,Udalfs,Hapludalfs
1005,3194,8814114,3786976,Fluvents,Udifluvents
1006,2717,8835266,3792874,Udolls,Hapludolls
1007,2890,8835086,3820274,Udolls,Hapludolls
1008,2992,8810361,3808593,Udolls,Hapludolls
1009,2251,8862466,3794347,Udalfs,Hapludalfs
1010,2886,8831231,3785137,Udolls,Hapludolls
1011,2989,8828994,3785478,Udolls,Hapludolls
1012,3262,8822315,3790412,Psamments,Udipsamments
1013,2251,8862466,3794347,Udalfs,Hapludalfs
1014,3034,8854054,3788829,Udolls,Hapludolls
1015,2886,8831231,3785137,Udolls,Hapludolls
1016,2717,8835266,3792874,Udolls,Hapludolls
1017,1242,8825545,3786472,Aquolls,Endoaquolls
1018,1242,8825545,3786472,Aquolls,Endoaquolls
1019,2548,8839253,3803355,Udalfs,Hapludalfs
1020,3272,8815777,3793972,Psamments,Udipsamments
1021,2252,8861818,3789617,Udalfs,Hapludalfs
1022,588,8847609,3807267,Udolls,Argiudolls
1023,3212,8857470,3791877,Fluvents,Udifluvents
1024,2884,8788739,3807925,Udolls,Hapludolls
1025,988,8809598,3810559,Aqualfs,Endoaqualfs
1026,583,8791599,3796075,Udolls,Argiudolls
1027,3233,8779587,3788711,Psamments,Udipsamments
1028,2564,8790679,3785532,Udalfs,Hapludalfs
1029,88,8786832,3776052,Albolls,Argialbolls
1030,3233,8779587,3788711,Psamments,Udipsamments
1031,2525,8780302,3848185,Udalfs,Hapludalfs
1032,1686,8758264,3817614,Udalfs,Hapludalfs
1033,3083,8785179,3810181,Saprists,Medisaprists
1034,2990,8754248,3834250,Udolls,Hapludolls
1035,2919,8753235,3842718,Udolls,Hapludolls
1036,2514,8792518,3822712,Udalfs,Hapludalfs
1037,2238,8781739,3848197,Udalfs,Hapludalfs
1038,2239,8786912,3846149,Udalfs,Hapludalfs
1039,2239,8786912,3846149,Udalfs,Hapludalfs
1040,2919,8753235,3842718,Udolls,Hapludolls
1041,2484,8783929,3807778,Udalfs,Hapludalfs
1042,1566,8985439,3656826,Udalfs,Hapludalfs
1043,2184,8995727,3754563,Udalfs,Hapludalfs
1044,1436,8830018,3677612,Udepts,Eutrudepts
1045,1435,8817930,3698688,Udepts,Eutrudepts
1046,1420,8821323,3703962,Udepts,Eutrudepts
1047,1432,8882186,3731230,Udepts,Eutrudepts
1048,2947,8877151,3729808,Udolls,Hapludolls
1049,2270,8823624,3686406,Udalfs,Hapludalfs
1050,2818,8812188,3697046,Udolls,Hapludolls
1051,2442,8853072,3815157,Udalfs,Hapludalfs
1052,2442,8853072,3815157,Udalfs,Hapludalfs
1053,450,8910134,3780463,Udolls,Argiudolls
1054,850,8890629,3770982,Udepts,Dystrudepts
1055,2223,8888034,3770538,Udalfs,Hapludalfs
1056,1429,8833738,3671751,Udepts,Eutrudepts
1057,2224,8846412,3826783,Udalfs,Hapludalfs
1058,2261,8830068,3833632,Udalfs,Hapludalfs
1059,2264,8888122,3770677,Udalfs,Hapludalfs
1060,2266,8833864,3669764,Udalfs,Hapludalfs
1061,2229,8879549,3732165,Udalfs,Hapludalfs
1062,1442,8892696,3769855,Udepts,Eutrudepts
1063,1870,8900856,3773518,Udalfs,Hapludalfs
1064,2217,8816466,3701357,Udalfs,Hapludalfs
1065,1621,8812234,3704525,Udalfs,Hapludalfs
1066,39,8867120,3725000,Aqualfs,Albaqualfs
1067,347,8890543,3813223,Udolls,Argiudolls
1068,1847,8857114,3825923,Udalfs,Hapludalfs
1069,690,8965810,3810768,Udolls,Argiudolls
1070,2866,8922450,3748203,Udolls,Hapludolls
1071,3225,8946631,3758390,Psamments,Udipsamments
1072,734,8939812,3778490,Udolls,Argiudolls
1073,691,8954506,3792306,Udolls,Argiudolls
1074,3064,8986895,3631925,Udolls,Hapludolls
1075,2901,8998543,3631188,Udolls,Hapludolls
1076,1763,8852746,3623171,Udalfs,Hapludalfs
1077,1633,8876179,3667564,Udalfs,Hapludalfs
1078,577,8847351,3632868,Udolls,Argiudolls
1079,1204,8848250,3633094,Aquolls,Endoaquolls
