X,Y,TAXOUSDA,TAXNUSDA
8684406,3795278,Udolls,Argiudolls
8665051,3794237,Udolls,Argiudolls
8693304,3790282,Udolls,Argiudolls
8786020,3702401,Udolls,Argiudolls
8943848,3765419,Udolls,Argiudolls
8967931,3811493,Udolls,Argiudolls
8958098,3805825,Udolls,Argiudolls
8965810,3810768,Udolls,Argiudolls
8954506,3792306,Udolls,Argiudolls
8858532,3702558,Udolls,Argiudolls
8853701,3697714,Udolls,Argiudolls
8840866,3695877,Udolls,Argiudolls
8931666,3717787,Udolls,Argiudolls
8937813,3712114,Udolls,Argiudolls
8950476,3759925,Udolls,Argiudolls
8909690,3738198,Udolls,Argiudolls
8915087,3733505,Udolls,Argiudolls
8909391,3719337,Udolls,Argiudolls
8918739,3726726,Udolls,Argiudolls
8917309,3725176,Udolls,Argiudolls
8970029,3776578,Udolls,Argiudolls
8970456,3771562,Udolls,Argiudolls
8949400,3700085,Udolls,Argiudolls
8951835,3710539,Udolls,Argiudolls
8948242,3807913,Udolls,Argiudolls
8953330,3713414,Udolls,Argiudolls
8943816,3739220,Udolls,Argiudolls
8881262,3680520,Udolls,Argiudolls
8870288,3698749,Udolls,Argiudolls
8864138,3697627,Udolls,Argiudolls
8926586,3731952,Udolls,Argiudolls
8971566,3665493,Udolls,Argiudolls
8981660,3656639,Udolls,Argiudolls
8930915,3694216,Udolls,Argiudolls
8909241,3662805,Udolls,Argiudolls
8969581,3762209,Udolls,Argiudolls
8935030,3812431,Udolls,Argiudolls
8937870,3812337,Udolls,Argiudolls
8988748,3668411,Udolls,Argiudolls
8949166,3823092,Udolls,Argiudolls
8930948,3729164,Udolls,Argiudolls
8937075,3730177,Udolls,Argiudolls
8930977,3731330,Udolls,Argiudolls
8840773,3711218,Udolls,Argiudolls
8876907,3769608,Udolls,Argiudolls
8970970,3808152,Udolls,Argiudolls
8868215,3730185,Udolls,Argiudolls
8882010,3727492,Udolls,Argiudolls
8876036,3727939,Udolls,Argiudolls
8925152,3765203,Udolls,Argiudolls
8930411,3748557,Udolls,Argiudolls
8939812,3778490,Udolls,Argiudolls
8928078,3762336,Udolls,Argiudolls
8931281,3744022,Udolls,Argiudolls
8903141,3714203,Udolls,Argiudolls
8930977,3722081,Udolls,Argiudolls
8926540,3737189,Udolls,Argiudolls
8925981,3723559,Udolls,Argiudolls
8937077,3730165,Udolls,Argiudolls
8930859,3731309,Udolls,Argiudolls
8886342,3678411,Udolls,Argiudolls
8890116,3693174,Udolls,Argiudolls
8849480,3682060,Udolls,Argiudolls
8965983,3697807,Udolls,Argiudolls
8956722,3752169,Udolls,Argiudolls
8849674,3682053,Udolls,Argiudolls
8784821,3795572,Udolls,Argiudolls
8862856,3759761,Udolls,Argiudolls
8864732,3760474,Udolls,Argiudolls
8788861,3807581,Udolls,Argiudolls
8786690,3805530,Udolls,Argiudolls
8798587,3774100,Udolls,Argiudolls
8858872,3771968,Udolls,Argiudolls
8850388,3769375,Udolls,Argiudolls
8853408,3699960,Udolls,Argiudolls
8886978,3704768,Udolls,Argiudolls
8890112,3704440,Udolls,Argiudolls
8856802,3700650,Udolls,Argiudolls
8915394,3828617,Udolls,Argiudolls
8915115,3828352,Udolls,Argiudolls
8915113,3828486,Udolls,Argiudolls
8915253,3828499,Udolls,Argiudolls
8915656,3828445,Udolls,Argiudolls
8940797,3740311,Udolls,Argiudolls
8836587,3844263,Udolls,Argiudolls
8851382,3681847,Udolls,Argiudolls
8805577,3861793,Udolls,Argiudolls
8909059,3858588,Udolls,Argiudolls
8825276,3844985,Udolls,Argiudolls
8827770,3823857,Udolls,Argiudolls
8860394,3767515,Udolls,Argiudolls
8799327,3825782,Udolls,Argiudolls
8789954,3837741,Udolls,Argiudolls
8780069,3637918,Udolls,Argiudolls
8801800,3757873,Udolls,Argiudolls
8793090,3736044,Udolls,Argiudolls
8770436,3751527,Udolls,Argiudolls
8817451,3733022,Udolls,Argiudolls
8699227,3813917,Udolls,Argiudolls
8728771,3719733,Udolls,Argiudolls
8727162,3709894,Udolls,Argiudolls
8772296,3725610,Udolls,Argiudolls
8746821,3703419,Udolls,Argiudolls
8746549,3703616,Udolls,Argiudolls
8958266,3685197,Udolls,Argiudolls
8723341,3741465,Udolls,Argiudolls
8984838,3778748,Udolls,Argiudolls
8995633,3780548,Udolls,Argiudolls
8895977,3625720,Udolls,Argiudolls
8838752,3658136,Udolls,Argiudolls
8970694,3673841,Udolls,Argiudolls
8837763,3663173,Udolls,Argiudolls
8838044,3663198,Udolls,Argiudolls
8919854,3681854,Udolls,Argiudolls
8880589,3681626,Udolls,Argiudolls
8880215,3681817,Udolls,Argiudolls
8877569,3692633,Udolls,Argiudolls
8973829,3706049,Udolls,Argiudolls
8973920,3706203,Udolls,Argiudolls
8973655,3706267,Udolls,Argiudolls
8973786,3706496,Udolls,Argiudolls
8898038,3698815,Udolls,Argiudolls
8844554,3705131,Udolls,Argiudolls
8786465,3719567,Udolls,Argiudolls
8944018,3816555,Udolls,Argiudolls
8907412,3794371,Udolls,Argiudolls
8907157,3794375,Udolls,Argiudolls
8933971,3817023,Udolls,Argiudolls
8838883,3658283,Udolls,Argiudolls
9002549,3820773,Udolls,Argiudolls
8919355,3830513,Udolls,Argiudolls
8903783,3797324,Udolls,Argiudolls
8844747,3630256,Udolls,Argiudolls
8864575,3697552,Udolls,Argiudolls
8877646,3692211,Udolls,Argiudolls
8865139,3711314,Udolls,Argiudolls
8904904,3698969,Udolls,Argiudolls
8844568,3705139,Udolls,Argiudolls
8921073,3621104,Udolls,Argiudolls
9000981,3667434,Udolls,Argiudolls
8858242,3621616,Udolls,Argiudolls
8963391,3779829,Aquolls,Calciaquolls
8909456,3720460,Aquolls,Calciaquolls
8915617,3730438,Aquolls,Calciaquolls
8893233,3724768,Aquolls,Calciaquolls
8905174,3731986,Aquolls,Calciaquolls
8922198,3677701,Aquolls,Calciaquolls
8918991,3683151,Aquolls,Calciaquolls
8838115,3660485,Aquolls,Calciaquolls
8836554,3637100,Aquolls,Calciaquolls
8836109,3637076,Aquolls,Calciaquolls
8907704,3743514,Aquolls,Calciaquolls
8909629,3721485,Aquolls,Calciaquolls
9001066,3806120,Aquolls,Calciaquolls
8998108,3675320,Aquolls,Calciaquolls
8959974,3767521,Aquolls,Calciaquolls
8887226,3768333,Aquolls,Calciaquolls
9002996,3816781,Aquolls,Calciaquolls
8895364,3735302,Cryolls,Calcicryolls
8703255,3690638,Ochrepts,Dystrochrepts
8702085,3852952,Ochrepts,Dystrochrepts
8898945,3693325,Udepts,Dystrudepts
8680487,3660949,Udepts,Dystrudepts
8703292,3690650,Udepts,Dystrudepts
8729745,3647071,Udepts,Dystrudepts
8680437,3661001,Udepts,Dystrudepts
8730790,3644701,Udepts,Dystrudepts
8890629,3770982,Udepts,Dystrudepts
8736333,3697182,Aqualfs,Endoaqualfs
8749892,3801122,Aqualfs,Endoaqualfs
8704229,3725066,Aqualfs,Endoaqualfs
8703851,3701693,Aqualfs,Endoaqualfs
8812521,3747583,Aqualfs,Endoaqualfs
8786542,3733699,Aqualfs,Endoaqualfs
8759510,3723089,Aqualfs,Endoaqualfs
9001427,3690435,Aqualfs,Endoaqualfs
8971331,3732617,Aqualfs,Endoaqualfs
8971378,3732622,Aqualfs,Endoaqualfs
8971358,3732589,Aqualfs,Endoaqualfs
8965457,3644279,Aqualfs,Endoaqualfs
8952792,3659135,Aqualfs,Endoaqualfs
8845878,3666739,Aqualfs,Endoaqualfs
8843892,3665184,Aqualfs,Endoaqualfs
8970378,3632988,Aqualfs,Endoaqualfs
8918255,3672265,Aqualfs,Endoaqualfs
8930670,3639050,Aqualfs,Endoaqualfs
8927740,3647328,Aqualfs,Endoaqualfs
8923612,3636535,Aqualfs,Endoaqualfs
8881069,3629287,Aqualfs,Endoaqualfs
8874207,3640295,Aqualfs,Endoaqualfs
9002486,3814265,Aqualfs,Endoaqualfs
8994888,3848733,Aqualfs,Endoaqualfs
8860980,3689519,Aqualfs,Endoaqualfs
8882299,3676519,Aqualfs,Endoaqualfs
8891916,3662505,Aqualfs,Endoaqualfs
8900397,3670669,Aqualfs,Endoaqualfs
8913027,3655976,Aqualfs,Endoaqualfs
8748355,3758716,Aqualfs,Endoaqualfs
8748347,3758715,Aqualfs,Endoaqualfs
8759995,3781723,Aqualfs,Endoaqualfs
8749339,3786677,Aqualfs,Endoaqualfs
8714682,3836824,Aqualfs,Endoaqualfs
8765018,3756821,Aqualfs,Endoaqualfs
8776037,3780627,Aqualfs,Endoaqualfs
8747587,3634046,Aqualfs,Endoaqualfs
8733332,3634116,Aqualfs,Endoaqualfs
8814524,3705092,Aqualfs,Endoaqualfs
8828231,3702295,Aqualfs,Endoaqualfs
8834291,3686511,Aqualfs,Endoaqualfs
8834639,3686465,Aqualfs,Endoaqualfs
8834183,3686501,Aqualfs,Endoaqualfs
8918994,3810650,Aqualfs,Endoaqualfs
8918603,3781029,Aqualfs,Endoaqualfs
8917845,3781602,Aqualfs,Endoaqualfs
8814598,3623114,Aqualfs,Endoaqualfs
8803488,3623612,Aqualfs,Endoaqualfs
8814348,3623186,Aqualfs,Endoaqualfs
8863177,3809043,Aqualfs,Endoaqualfs
8871076,3704929,Aqualfs,Endoaqualfs
8865147,3690271,Aqualfs,Endoaqualfs
8867869,3695035,Aqualfs,Endoaqualfs
8865735,3690262,Aqualfs,Endoaqualfs
8865144,3644528,Aqualfs,Endoaqualfs
8879575,3667855,Aqualfs,Endoaqualfs
8887803,3655062,Aqualfs,Endoaqualfs
8866353,3671155,Aqualfs,Endoaqualfs
8859515,3690945,Aqualfs,Endoaqualfs
8914550,3687349,Aqualfs,Endoaqualfs
8853577,3638456,Aqualfs,Endoaqualfs
8849806,3634634,Aqualfs,Endoaqualfs
8857212,3664003,Aqualfs,Endoaqualfs
8945434,3771742,Aqualfs,Endoaqualfs
8972913,3678877,Aqualfs,Endoaqualfs
8943314,3717616,Aqualfs,Endoaqualfs
8773039,3762639,Aqualfs,Endoaqualfs
8725851,3660787,Aqualfs,Endoaqualfs
8750252,3641448,Aqualfs,Endoaqualfs
8968092,3637868,Aqualfs,Endoaqualfs
8967725,3638634,Aqualfs,Endoaqualfs
8720084,3703104,Aqualfs,Endoaqualfs
8710898,3838011,Aqualfs,Endoaqualfs
8725303,3661176,Aqualfs,Endoaqualfs
8737248,3665950,Aqualfs,Endoaqualfs
8742216,3666161,Aqualfs,Endoaqualfs
8953852,3670426,Aqualfs,Endoaqualfs
8967138,3638777,Aqualfs,Endoaqualfs
8913843,3625939,Aqualfs,Endoaqualfs
8956239,3689711,Aqualfs,Endoaqualfs
8917898,3820013,Aqualfs,Endoaqualfs
8933986,3751260,Aqualfs,Endoaqualfs
8933990,3751262,Aqualfs,Endoaqualfs
8914555,3735017,Aqualfs,Endoaqualfs
8906838,3733592,Aqualfs,Endoaqualfs
8914408,3734626,Aqualfs,Endoaqualfs
8927151,3753340,Aqualfs,Endoaqualfs
8924551,3753481,Aqualfs,Endoaqualfs
8920485,3746663,Aqualfs,Endoaqualfs
8917102,3760534,Aqualfs,Endoaqualfs
8907266,3753705,Aqualfs,Endoaqualfs
8919926,3753933,Aqualfs,Endoaqualfs
8703851,3701693,Aqualfs,Endoaqualfs
8724247,3718999,Aqualfs,Endoaqualfs
8704004,3725474,Aqualfs,Endoaqualfs
8749892,3801122,Aqualfs,Endoaqualfs
8720084,3703104,Aqualfs,Endoaqualfs
8728708,3683885,Aqualfs,Endoaqualfs
8855595,3652365,Aqualfs,Endoaqualfs
8736333,3697182,Aqualfs,Endoaqualfs
8824480,3620613,Aqualfs,Endoaqualfs
8861025,3689501,Aqualfs,Endoaqualfs
8869812,3658201,Aqualfs,Endoaqualfs
8856348,3691259,Aqualfs,Endoaqualfs
8917404,3697558,Aqualfs,Endoaqualfs
8847167,3634539,Aqualfs,Endoaqualfs
8915563,3860999,Aqualfs,Endoaqualfs
8930344,3637065,Aqualfs,Endoaqualfs
8853659,3789547,Aqualfs,Endoaqualfs
8834816,3786144,Aqualfs,Endoaqualfs
8832747,3803098,Aqualfs,Endoaqualfs
8790673,3839849,Aqualfs,Endoaqualfs
8809730,3827442,Aqualfs,Endoaqualfs
8793418,3850063,Aqualfs,Endoaqualfs
8769004,3866470,Aqualfs,Endoaqualfs
8889955,3822329,Aqualfs,Endoaqualfs
8872370,3838431,Aqualfs,Endoaqualfs
8828431,3627321,Aqualfs,Endoaqualfs
8914208,3778063,Aqualfs,Endoaqualfs
8935235,3710370,Aqualfs,Endoaqualfs
8802775,3624661,Aqualfs,Endoaqualfs
8833372,3644980,Aqualfs,Endoaqualfs
8835548,3643550,Aqualfs,Endoaqualfs
8863380,3769156,Aqualfs,Endoaqualfs
8865293,3768797,Aqualfs,Endoaqualfs
8911781,3754697,Aqualfs,Endoaqualfs
8911615,3754274,Aqualfs,Endoaqualfs
8891358,3667311,Aqualfs,Endoaqualfs
8890831,3666581,Aqualfs,Endoaqualfs
8900188,3669744,Aqualfs,Endoaqualfs
8901062,3662552,Aqualfs,Endoaqualfs
8918954,3739513,Aqualfs,Endoaqualfs
8910929,3740063,Aqualfs,Endoaqualfs
8840788,3695408,Aqualfs,Endoaqualfs
8852589,3693975,Aqualfs,Endoaqualfs
8960628,3786421,Aqualfs,Endoaqualfs
8916257,3695089,Aqualfs,Endoaqualfs
8841955,3664215,Aqualfs,Endoaqualfs
8985314,3644866,Aqualfs,Endoaqualfs
8859567,3772446,Aqualfs,Endoaqualfs
8860362,3748668,Aqualfs,Endoaqualfs
8809598,3810559,Aqualfs,Endoaqualfs
8810594,3785848,Aqualfs,Endoaqualfs
8831282,3784775,Aqualfs,Endoaqualfs
8795756,3821741,Aqualfs,Endoaqualfs
8882454,3676505,Aqualfs,Endoaqualfs
8899746,3675553,Aqualfs,Endoaqualfs
8693369,3812571,Aqualfs,Endoaqualfs
8686471,3817683,Aqualfs,Endoaqualfs
8701063,3744217,Aqualfs,Endoaqualfs
8971337,3732616,Aqualfs,Endoaqualfs
8971363,3732588,Aqualfs,Endoaqualfs
8724247,3718999,Aqualfs,Endoaqualfs
8755479,3730987,Aqualfs,Endoaqualfs
8970363,3633315,Aqualfs,Endoaqualfs
8930681,3825495,Aqualfs,Endoaqualfs
8910776,3755809,Aqualfs,Endoaqualfs
8913245,3623590,Aquents,Endoaquents
8891705,3713967,Aquepts,Endoaquepts
8883256,3671003,Aquepts,Endoaquepts
8973729,3705895,Aquolls,Endoaquolls
8880952,3746670,Aquolls,Endoaquolls
8785582,3733998,Aquolls,Endoaquolls
8731405,3719578,Aquolls,Endoaquolls
8713771,3750825,Aquolls,Endoaquolls
8779632,3752738,Aquolls,Endoaquolls
8784503,3738392,Aquolls,Endoaquolls
8814815,3750815,Aquolls,Endoaquolls
8701445,3858190,Aquolls,Endoaquolls
8909558,3728831,Aquolls,Endoaquolls
8692671,3844838,Aquolls,Endoaquolls
8699486,3864278,Aquolls,Endoaquolls
8989946,3726842,Aquolls,Endoaquolls
8972788,3815133,Aquolls,Endoaquolls
8981727,3756599,Aquolls,Endoaquolls
8992947,3808079,Aquolls,Endoaquolls
8994806,3834863,Aquolls,Endoaquolls
8994539,3837258,Aquolls,Endoaquolls
8968828,3666736,Aquolls,Endoaquolls
8963727,3667486,Aquolls,Endoaquolls
9003040,3681714,Aquolls,Endoaquolls
8870785,3638078,Aquolls,Endoaquolls
8924145,3672346,Aquolls,Endoaquolls
8931272,3631355,Aquolls,Endoaquolls
8913589,3643429,Aquolls,Endoaquolls
8918613,3674889,Aquolls,Endoaquolls
8904191,3663269,Aquolls,Endoaquolls
8907370,3666207,Aquolls,Endoaquolls
8932189,3661676,Aquolls,Endoaquolls
8918624,3674894,Aquolls,Endoaquolls
8928754,3630213,Aquolls,Endoaquolls
8911907,3729730,Aquolls,Endoaquolls
8938888,3735090,Aquolls,Endoaquolls
8908454,3720096,Aquolls,Endoaquolls
8894510,3731372,Aquolls,Endoaquolls
8929641,3754337,Aquolls,Endoaquolls
8961251,3769433,Aquolls,Endoaquolls
8870860,3711786,Aquolls,Endoaquolls
8996539,3836765,Aquolls,Endoaquolls
8821769,3685246,Aquolls,Endoaquolls
8937013,3780373,Aquolls,Endoaquolls
8886798,3736705,Aquolls,Endoaquolls
8927928,3762806,Aquolls,Endoaquolls
8894660,3740329,Aquolls,Endoaquolls
8884255,3641616,Aquolls,Endoaquolls
8837964,3672462,Aquolls,Endoaquolls
8838110,3633423,Aquolls,Endoaquolls
8972842,3652092,Aquolls,Endoaquolls
8968622,3639658,Aquolls,Endoaquolls
8910830,3645752,Aquolls,Endoaquolls
8928230,3666084,Aquolls,Endoaquolls
8900332,3671656,Aquolls,Endoaquolls
8931192,3630542,Aquolls,Endoaquolls
8931122,3630015,Aquolls,Endoaquolls
8930110,3631236,Aquolls,Endoaquolls
8923984,3672981,Aquolls,Endoaquolls
8922810,3672071,Aquolls,Endoaquolls
8815513,3773719,Aquolls,Endoaquolls
8761508,3800762,Aquolls,Endoaquolls
8727187,3799366,Aquolls,Endoaquolls
8726520,3803918,Aquolls,Endoaquolls
8768410,3808192,Aquolls,Endoaquolls
8739841,3847270,Aquolls,Endoaquolls
8675405,3837877,Aquolls,Endoaquolls
8749671,3847142,Aquolls,Endoaquolls
8815508,3773745,Aquolls,Endoaquolls
8748752,3772149,Aquolls,Endoaquolls
8749250,3771771,Aquolls,Endoaquolls
8838581,3751470,Aquolls,Endoaquolls
8789988,3772238,Aquolls,Endoaquolls
8789989,3772268,Aquolls,Endoaquolls
8789989,3772298,Aquolls,Endoaquolls
8725378,3623893,Aquolls,Endoaquolls
8961800,3765969,Aquolls,Endoaquolls
8884729,3743809,Aquolls,Endoaquolls
8920752,3765533,Aquolls,Endoaquolls
8810885,3686906,Aquolls,Endoaquolls
8884871,3746138,Aquolls,Endoaquolls
8867858,3730253,Aquolls,Endoaquolls
8870451,3730767,Aquolls,Endoaquolls
8889812,3746813,Aquolls,Endoaquolls
8882024,3739966,Aquolls,Endoaquolls
8919884,3745511,Aquolls,Endoaquolls
8919683,3745372,Aquolls,Endoaquolls
8930973,3765153,Aquolls,Endoaquolls
8931985,3757769,Aquolls,Endoaquolls
8945220,3764606,Aquolls,Endoaquolls
8941355,3762875,Aquolls,Endoaquolls
8935752,3766332,Aquolls,Endoaquolls
8892944,3728065,Aquolls,Endoaquolls
8894691,3740387,Aquolls,Endoaquolls
8824032,3681757,Aquolls,Endoaquolls
8809701,3691050,Aquolls,Endoaquolls
8882292,3745517,Aquolls,Endoaquolls
8890714,3752081,Aquolls,Endoaquolls
8864063,3702811,Aquolls,Endoaquolls
8890800,3820194,Aquolls,Endoaquolls
8808675,3701119,Aquolls,Endoaquolls
8805821,3699659,Aquolls,Endoaquolls
8887156,3759312,Aquolls,Endoaquolls
8888414,3754081,Aquolls,Endoaquolls
8890826,3727241,Aquolls,Endoaquolls
8824854,3680467,Aquolls,Endoaquolls
8821791,3685241,Aquolls,Endoaquolls
8906311,3741549,Aquolls,Endoaquolls
8887094,3705585,Aquolls,Endoaquolls
8902349,3722783,Aquolls,Endoaquolls
8966408,3773681,Aquolls,Endoaquolls
8972852,3799563,Aquolls,Endoaquolls
8903859,3742986,Aquolls,Endoaquolls
8896413,3773150,Aquolls,Endoaquolls
8910908,3744081,Aquolls,Endoaquolls
8961383,3767789,Aquolls,Endoaquolls
8955647,3766846,Aquolls,Endoaquolls
8961261,3769432,Aquolls,Endoaquolls
8955587,3765161,Aquolls,Endoaquolls
8915143,3731543,Aquolls,Endoaquolls
8909292,3731664,Aquolls,Endoaquolls
8901436,3728881,Aquolls,Endoaquolls
8933774,3753400,Aquolls,Endoaquolls
8891124,3745722,Aquolls,Endoaquolls
8908088,3722194,Aquolls,Endoaquolls
8919266,3721974,Aquolls,Endoaquolls
8896411,3727384,Aquolls,Endoaquolls
8895214,3736234,Aquolls,Endoaquolls
8896182,3727612,Aquolls,Endoaquolls
8889008,3750461,Aquolls,Endoaquolls
8692694,3715053,Aquolls,Endoaquolls
8912688,3732243,Aquolls,Endoaquolls
8923601,3740357,Aquolls,Endoaquolls
8898056,3729425,Aquolls,Endoaquolls
8806717,3697293,Aquolls,Endoaquolls
8808442,3698236,Aquolls,Endoaquolls
8808728,3699869,Aquolls,Endoaquolls
8716526,3647446,Aquolls,Endoaquolls
8721221,3626198,Aquolls,Endoaquolls
8723007,3643435,Aquolls,Endoaquolls
8752966,3671152,Aquolls,Endoaquolls
8914981,3671399,Aquolls,Endoaquolls
8675254,3829926,Aquolls,Endoaquolls
8676145,3811602,Aquolls,Endoaquolls
8842369,3645193,Aquolls,Endoaquolls
8979581,3676804,Aquolls,Endoaquolls
8899089,3771106,Aquolls,Endoaquolls
8936450,3692469,Aquolls,Endoaquolls
8968797,3666742,Aquolls,Endoaquolls
8929504,3682933,Aquolls,Endoaquolls
8961844,3687187,Aquolls,Endoaquolls
8836215,3704881,Aquolls,Endoaquolls
8947837,3728065,Aquolls,Endoaquolls
8928372,3730322,Aquolls,Endoaquolls
8953610,3740184,Aquolls,Endoaquolls
8867505,3804116,Aquolls,Endoaquolls
8922011,3773658,Aquolls,Endoaquolls
8923472,3774512,Aquolls,Endoaquolls
8911942,3683330,Aquolls,Endoaquolls
8906240,3724986,Aquolls,Endoaquolls
8896440,3725401,Aquolls,Endoaquolls
8904259,3727870,Aquolls,Endoaquolls
8896403,3725397,Aquolls,Endoaquolls
8959498,3809194,Aquolls,Endoaquolls
8969043,3787361,Aquolls,Endoaquolls
8702966,3727863,Aquolls,Endoaquolls
8731274,3719403,Aquolls,Endoaquolls
8731406,3719580,Aquolls,Endoaquolls
8718600,3686784,Aquolls,Endoaquolls
8728039,3690923,Aquolls,Endoaquolls
8875840,3843138,Aquolls,Endoaquolls
8948626,3630277,Aquolls,Endoaquolls
8807886,3701281,Aquolls,Endoaquolls
8841387,3677953,Aquolls,Endoaquolls
8895993,3708514,Aquolls,Endoaquolls
8889371,3657557,Aquolls,Endoaquolls
8886613,3646657,Aquolls,Endoaquolls
8894749,3654487,Aquolls,Endoaquolls
8853585,3705050,Aquolls,Endoaquolls
8839807,3697239,Aquolls,Endoaquolls
8840214,3664538,Aquolls,Endoaquolls
8850907,3676074,Aquolls,Endoaquolls
8886495,3753872,Aquolls,Endoaquolls
8961934,3746197,Aquolls,Endoaquolls
8898058,3729420,Aquolls,Endoaquolls
8898163,3729679,Aquolls,Endoaquolls
8904481,3726377,Aquolls,Endoaquolls
8887527,3735927,Aquolls,Endoaquolls
8927308,3761350,Aquolls,Endoaquolls
8927926,3762687,Aquolls,Endoaquolls
8948114,3759766,Aquolls,Endoaquolls
8940139,3752388,Aquolls,Endoaquolls
8931810,3755448,Aquolls,Endoaquolls
8921869,3758911,Aquolls,Endoaquolls
8963448,3787938,Aquolls,Endoaquolls
8900449,3757806,Aquolls,Endoaquolls
8917497,3759830,Aquolls,Endoaquolls
8918486,3745101,Aquolls,Endoaquolls
8799708,3620835,Aquolls,Endoaquolls
8917369,3759732,Aquolls,Endoaquolls
8962767,3762371,Aquolls,Endoaquolls
8926631,3696122,Aquolls,Endoaquolls
8848250,3633094,Aquolls,Endoaquolls
8907191,3719818,Aquolls,Endoaquolls
8907369,3720951,Aquolls,Endoaquolls
8936917,3729294,Aquolls,Endoaquolls
8911541,3804610,Aquolls,Endoaquolls
8889902,3834463,Aquolls,Endoaquolls
8874369,3682245,Aquolls,Endoaquolls
8870942,3677511,Aquolls,Endoaquolls
8945696,3770235,Aquolls,Endoaquolls
8848347,3705417,Aquolls,Endoaquolls
8840219,3678260,Aquolls,Endoaquolls
8918919,3810901,Aquolls,Endoaquolls
8964074,3708144,Aquolls,Endoaquolls
8911651,3689834,Aquolls,Endoaquolls
8842371,3645194,Aquolls,Endoaquolls
8839694,3660258,Aquolls,Endoaquolls
8834941,3659075,Aquolls,Endoaquolls
8841209,3658533,Aquolls,Endoaquolls
8886855,3766257,Aquolls,Endoaquolls
8886967,3766262,Aquolls,Endoaquolls
8808469,3698316,Aquolls,Endoaquolls
8818305,3680017,Aquolls,Endoaquolls
8868214,3658135,Aquolls,Endoaquolls
8886912,3753639,Aquolls,Endoaquolls
8886836,3753622,Aquolls,Endoaquolls
8856315,3812995,Aquolls,Endoaquolls
8878924,3697604,Aquolls,Endoaquolls
8874331,3695047,Aquolls,Endoaquolls
8998937,3678658,Aquolls,Endoaquolls
8911299,3741333,Aquolls,Endoaquolls
8930817,3630420,Aquolls,Endoaquolls
8970900,3845155,Aquolls,Endoaquolls
8910771,3662837,Aquolls,Endoaquolls
8861368,3669758,Aquolls,Endoaquolls
8891729,3657137,Aquolls,Endoaquolls
8942336,3777188,Aquolls,Endoaquolls
8950280,3806565,Aquolls,Endoaquolls
8795274,3809998,Aquolls,Endoaquolls
8825545,3786472,Aquolls,Endoaquolls
8860701,3802403,Aquolls,Endoaquolls
8995754,3625783,Aquolls,Endoaquolls
8858807,3771888,Aquolls,Endoaquolls
8838796,3671189,Aquolls,Endoaquolls
8883669,3746797,Aquolls,Endoaquolls
8868952,3629034,Aquolls,Endoaquolls
8874417,3628447,Aquolls,Endoaquolls
8806868,3703147,Aquolls,Endoaquolls
8805360,3695823,Aquolls,Endoaquolls
8805484,3694834,Aquolls,Endoaquolls
8836944,3671225,Aquolls,Endoaquolls
8714491,3861129,Aquolls,Endoaquolls
8703402,3833599,Aquolls,Endoaquolls
8693046,3839470,Aquolls,Endoaquolls
8693921,3837831,Aquolls,Endoaquolls
8693316,3841784,Aquolls,Endoaquolls
8705515,3832962,Aquolls,Endoaquolls
8709435,3824316,Aquolls,Endoaquolls
8706579,3859190,Aquolls,Endoaquolls
8718666,3817495,Aquolls,Endoaquolls
8743286,3794222,Aquolls,Endoaquolls
8712067,3722681,Aquolls,Endoaquolls
8950667,3760368,Aquolls,Endoaquolls
8888461,3751754,Aquolls,Endoaquolls
8808805,3703232,Aquolls,Endoaquolls
8806169,3696449,Aquolls,Endoaquolls
8806488,3698141,Aquolls,Endoaquolls
8807239,3703915,Aquolls,Endoaquolls
8807413,3698203,Aquolls,Endoaquolls
8806834,3698085,Aquolls,Endoaquolls
8808758,3703846,Aquolls,Endoaquolls
8806896,3703204,Aquolls,Endoaquolls
8809782,3704693,Aquolls,Endoaquolls
8807071,3700518,Aquolls,Endoaquolls
8805346,3695894,Aquolls,Endoaquolls
8880344,3750718,Aquolls,Endoaquolls
8839726,3625970,Aquolls,Endoaquolls
8829870,3713059,Aquolls,Endoaquolls
8721052,3734027,Aquolls,Endoaquolls
8847207,3645452,Aquolls,Endoaquolls
8838111,3661349,Aquolls,Endoaquolls
8880215,3792424,Aquolls,Endoaquolls
8907004,3737123,Aquolls,Endoaquolls
8908410,3726790,Aquolls,Endoaquolls
8896344,3726153,Aquolls,Endoaquolls
8902748,3731662,Aquolls,Endoaquolls
8900908,3733612,Aquolls,Endoaquolls
8898787,3731990,Aquolls,Endoaquolls
8903717,3728732,Aquolls,Endoaquolls
8968527,3787619,Aquolls,Endoaquolls
8918880,3754951,Aquolls,Endoaquolls
8981265,3756537,Aquolls,Endoaquolls
8871033,3754712,Aquolls,Endoaquolls
8937864,3828707,Aquolls,Endoaquolls
8959472,3682249,Aquolls,Endoaquolls
8781629,3797006,Aquolls,Endoaquolls
8789439,3778216,Aquolls,Endoaquolls
8781635,3797119,Aquolls,Endoaquolls
8787738,3800885,Aquolls,Endoaquolls
8774349,3803434,Aquolls,Endoaquolls
8792428,3778721,Aquolls,Endoaquolls
8818098,3771961,Aquolls,Endoaquolls
8836582,3783303,Aquolls,Endoaquolls
8821689,3702386,Aquolls,Endoaquolls
8900789,3854654,Aquolls,Endoaquolls
8897725,3851067,Aquolls,Endoaquolls
8976793,3675695,Aquolls,Endoaquolls
8980530,3674476,Aquolls,Endoaquolls
